ID,Sikayet Icerigi
1790,"İyi günler diliyorum. Anlatacağım olayla ilgili video çekimi ve fotoğraflar mevcuttur. Tatil Sepeti'nden kültür turu aldım, katılmış olduğum tur son derece özensizdi. Zaten tur ücretini 4-5 ay önce ödememize rağmen garip şekilde bir pazarlama içine atıldık. Buradan bunu yiyin, buradan şunu alın gibi kendimizi Osman Pazarlama içinde bulduk. Kültür turunun ruhu gitmiş, düzgün bir anlatımın olmadığı, plansızlığın hakim olduğu, adı kültür turu olan bir saçmalık yaşadık. Tur görevlimiz Y**** Hanım idi. Programı tam bir programsızlıktı. Şoför bey elinden telefonu düşürmüyordu, tabii arabayı kullanırken. Bende videosu mevcuttur. 4-5 görüşme sonrası SMS yazmaya başladı. Şaşkınlıkla gözlemledik, tabii ki uyarıda bulundum ama kimi kime. İnsanların canı bu kadar mı değersiz? Bu kadar insanı tehlikeye atmak, yazıklar olsun. Önce şirkete yazdım, umursamadılar tabii ki. Böyle çalışana sahip insanlardan ne beklenir bilemedim. Turun adı Tatil Sepeti 28-30 Haziran 2024 Bozcaada Gökçeada turu."
1791,"N11 üzerinden 24 Haziran tarihinde 201579863237 sipariş numaralı 1235 TL tutarında ürünleri sipariş ettim ve aynı gün içinde iptal talebi oluşturdum. İptal talebim onaylandı fakat bankaya sadece bir ürün parası 617,85 TL iade oldu. Banka ile iletişime geçtiğimde başka bir iade gözükmediğini belirttiler. N11 ise 7 gün geçmesi gerektiğini söyledi fakat geldiğimiz noktada N11 müşteri temsilcisi yapabilecekleri hiçbir şey olmadığını, istediğim yasal hakkımı kullanabileceğimi söylediler. N11 üzerinden alışveriş yaparken dikkatli olmakta fayda var."
1792,"30.06.2024 saat 17:00'de Mersin'den Ankara'ya bilet kestik. Arkadaşım otobüs geldiğinde su içmek istedi. Otobüsteki şoför suyun olmadığını söyledi. Tamam dedik, ancak 2 dakika sonra biri gelip dolabı açtı ve su aldı. Sonra biz de dolabı açtık ve çok sayıda soğuk su olduğunu gördük. Arkadaşım oradan bir tane su alıp içerken, su yok diyen otobüsün şoförü gelip 'Her gelen oradan su alırsa işimiz yaş' dedi. Hem suçlu hem güçlü. Biz yıllardır Villa Turizm'in ailecek müşterisiyiz, ancak bir daha asla ve asla seyahat tercihimiz olmayacaktır. Sizlere şunu söylemek isterim: Firmanızda çalışanları bir gözden geçirin, ne olduğu belirsiz kişileri çalıştırmayın."
1793,"Superonline internetini kullanamıyorum. 16 Haziran'da açtığım arıza kaydı bugün itibariyle 2 Temmuz hala çözülmedi. Müşteri temsilcisi ile her gün aynı konuşmayı yapıyorum, biz aksiyon aldık. Geri dönüş sağlanacaktır. Ancak geri dönüş sağlanmıyor. En kısa sürede değiştireceğim."
1794,"Son 2 yılda tarifem 55 TL'den 485 TL'ye çıkarıldı. Müşteri hizmetleri temsilcisine kanun nizam var, neye göre fiyat artışı yaptıklarını sorunca kem küm etti. Beni beklemeye mi aldı ne yaptı ses de vermedi... Vodafone da sahte.! Olmuş galiba kafasına göre döşüyor...😡😡😡"
1795,Ürünün sorunlu gelmesi nedeniyle değişim istedim. Değişim olmayınca THH kararıyla iade kazandım. Fakat firma hala işlem yapmadı ve çağrı merkezinin telefonu günlerdir. Sistemsel çalışma bilgisi veriyor. Artık mecbur icra takibi başlatacağım. Arayacağız dedikleri halde aramadılar üstüne üstelik tek iletişim kanallarını kapattılar
1796,"23 Haziran 2024 tarihinde Amazon alışveriş sitesinden almış olduğum 2 adet farklı ürün teslimat tarihi geçmesine rağmen ve de Amazon firmasını 2 kere arayıp durumu bildirmeme karşılık ürün kargolanmadı ve Amazon hiçbir şekilde mağduriyetimi gidermedi. Yaklaşık 10 gün sonra da paranızı iade edelim dediler. Fakat ürünler hala satışta, parasını ödüyorsunuz kargolanmıyor."
1797,"Media Markt'ten DemirDöküm klima satın aldık. Kurulum montaj ücretsiz denildi, müşteri hizmetlerini aradık, elektrik hattını çektirip sonra servisin geleceği söylendi. Bu bilgi bize verilmemesine rağmen kabul ettik, tamam dedik, 1000 TL verdik. Elektrikçi çağırdık, elektrik hattı da çektik, bir de 1 hafta bekledik, geldiler motorun kablosunu da biz bağlayacakmışız. Servis bize sadece elektrik hattı çekileceği söylendi. Sonrasında dış cepheye de yasakmış, çektiğimiz yer uygun değilmiş, bilgi vermeden yarım yamalak iş yapıldı. Biz ürünü iade edeceğiz."
1798,"İstanbul Ümraniye'deki Fiber Stone isimli firma ile (sahibi r*** k***), evime mikrobeton ve mutfak dolabı yapmak için anlaştım, peşinat verdim. Bir ayda teslim etmeyi taahhüt ettikleri işi 3 ayda bitiremediler, sözleşmeyi sonlandırmak istedim. Hak edişlerini kesip kalan parayı iade etmelerini istedim ama ne telefonlara çıkıyorlar, ne parayı iade ediyorlar."
1799,"14 ayar takının gramını 2200 TL'ye satıyor, İtalya'dan geliyormuş veya el işçiliği var deyip insanları yanıltıyorlar ve geriye vermeye kalkdığımızda almıyorlar aynı saat içinde. Ben tecrübemi yapmış oldum. Sizin kuyumculukla alakanız yok 14 ayar altını gramı alışı ne kadarda 3500 e kadar satışı yazıyorsun. Kayseri ticaret İl Müdürlüğüne kadar gidecek bu şikayet."
1800,Fakir RS 770 robot süpürge aldık. Sanırım mop özelliğini görmüyor. Yani silme levhası ve bezi takıp uygulamadan su hızını ayarlamak istiyorum ama lütfen levha ve bezi takın uyarısı geliyor takılı olduğu halde. Ve böyle çalıştırdığımda bez hiç ıslanmıyor
1801,"601789215620 gönderi numaralı kargomu tüm gün bekledim, kontrol noktası uygulamasından evde olduğumu belirterek. Fakat kargom dağıtıma çıktığı mesajı geldiği halde bana ulaşmadı ve varış biriminde görünüyor. Şu an aynı gün teslim edilemeyecekse neden mesaj gönderilip tüm gün bekletiliyorum?"
1802,"Tam 1 haftadır internet yok, evden çalışıyorum. Çok mağdurum. Müşteri hizmetlerine ulaşamıyorum. Sorun giderilmiyor. İlgilenilmiyor. Sonunda iptal ettireceğim. Ne ilgi var ne de başka bir şey. İnsanları bu kadar mağdur edemezsiniz, böyle bir şey olamaz. İşlerim hep yarım kaldı."
1803,"Bir firma bu kadar kötü olamaz. Aciliyet belirttik, eğer destek olunabilecekse sözleşme imzalayalım dedik ve buna istinaden destek olunacağı söylendi. Henüz hiçbir işlem devam etmedi. Bir kurulum yapılacak, bu kadar zor olamaz. O kadar övülen bir firma fakat işin içine girince asla ilgilenmiyorlar. Ne kendim ne de çevremdekilere söylemem. Bir kurulum ya, bu kadar zor olamaz. Allah'tan home office çalışacağız dedik, acil lazım dedik. Yani bu kadar sözünün arkasında durmayan bir şirket olamaz."
1804,"Rossmann markasının uygulamasından 29 haziranda alışveriş yaptım. Birkaç gün sonra ürünlerimin durumunu öğrenmek için uygulamaya girdiğimde iptal edildiğini gördüm. Bilgilendirme maili/mesajı almadım. Madem iptal edildi iade yapıldı mı diye kontrol ettiğimde para çekilmiş olarak gözüküyor, iade yok. Müşteri hizmetlerini aradım, e-destek ekibine yönlendirdiler. Ekibe toplamda 4 mail attım, paranın çekildiğine dair görseller yolladım, bankayla görüştüm evet para çekilmiş dendi hatta çekildiğine dair ref. Numarası verdiler. Bana para iademi yapın ya da ürünleri gönderin. Rica ediyorum ivedi şekilde çözün."
1805,"Gaziantep Nurdağı'nda oturuyorum. İtimat marka ankastre aldım. 8 aylık, üzerinde yemek pişerken cam kendiliğinden patladı. Servis resim istedi, attım. Garanti kapsamına girmez diyor. Peki bunun neresi garanti kapsamında? Orası bozulunca arayalım, kimse malının arkasında durmayacak mı? İlginç."
1806,"Lüks Ereğli firmasından 02/07/2024 tarihinde bindiğimiz 42 erg 54 plakalı otobüs Mersin'de kliması bozuk olduğu halde yola çıktı. Pozantı yakınlarında bozuldu, yaklaşık 2 saat tüm yolcular yol kenarında bekledik. Ve şoförümüz otobüsün bozulmasına rağmen merkeze haber vermedi Lüks Ereğli'nin merkezini aradığımızda ise haberimiz var sorun değil dediler. Çözüm bulan olmadı."
1807,Digiturk TV+internet paketi satın aldım. Fiber altyapım olmasına ve kendileri de onaylamasına rağmen internet bağlantımı sağlamadan gittiler. Her yeri aramama rağmen yardımcı olmadılar ve kullanmama rağmen cayma bedeli talep ettiler. Bu sorunun çözülmesini istiyorum.
1808,"Akasya AVM Midpoint'e gittim ve açık alanına oturmak istedim. Boş olan yere oturdum. Yanıma gelen bir erkek garson ilk olarak kaç kişi olacağımı sordu ve '1' dediğimde beni başka bir yere oturtmak istedi. İçeriyi işaret ederek '1 kişiyse şöyle oturabilirsiniz' dedi. Buranın boş olduğunu ve burada oturmak istediğimi söyledim. 1 kişi olunca oturacağımız yeri kendimiz seçmeye ve dışarıdaki koltuklu ve havadar alanda oturmaya hakkımız yokmuş meğer Akasya Midpoint'te. Bir şey yiyip karnımı doyuracaktım, bu kötü muameleyle iştah ve keyif kalmadı. 1 kişi olunca beğendiğimiz keyifli alanda değil, garsonun 1 kişi olduğu için beğenemediği müşteriyi atmak istediği yerde oturacakmışız. Tamam, 1 kişi olduğum için kenar köşe bir yerde garsonun atmaya layık gördüğü bir köşede saklanarak yerim başka sefere."
1809,Bilgilerimin doğru olmasına rağmen üyeliğimi oluştururken hata oluştu. Daha sonra deneyiniz diyor. Aylardır aynı hatayı alıyorum. Mağduriyetimin giderilmesini istiyorum. Müşteri hizmetlerini defalarca aramama rağmen onlar dahi sorunu çözemiyor ve sadece kayıt oluşturduklarını dile getiriyorlar. Sonrası yok maalesef.
1810,"Öncelikle aktif bir Moove kullanıcısı olduğumu ve hiç cezam veya bir hatam olmadığını yazının başında belirtmek isterim. Geçen sene Moove'den sebepsiz bir şekilde ban yedim, üyeliğimin süresiz durdurulduğunu söylediler. Sebebi ise gereksiz el fren çekimi gibi bir şeyler yazdılar ancak ne gereksiz el freni çekimi ne de bir kazaya karıştım. Haftada 2-3 kere kullandığım bir uygulama, çok mağdur oldum. Lütfen bir çözüm bulun."
1811,"06.06.2024 tarihinde almış olduğumuz 11 kg 1400 devir Samsung çamaşır makinesinden az bir miktarda çamaşır attığımız halde değişik sesler geliyor ve makinenin içi zorlanıyor, kapağı yerinden çıkacakmış gibi oluyor. Yani ürünü aldığımız daha 1 ay olmadı bu sorunlar nasıl yasanabilir? Ve servisi bayramdan önce aramamıza rağmen hala gelin giden arayan soran yok. Lütfen rica ediyorum bu durumla ilgili ilginizi bekliyorum."
1812,"Türk Telekom evde internet kullanıcısıyım. İnternette sürekli donma ve ping sorunları var. Müşteri hizmetleriyle görüştüğümde ""herhangi bir problem olmadığını"" söylüyorlar, ve yetmezmiş gibi böyle bir probleminiz varsa yükseltici alın diyorlar. Ya modemin dibindeyim evde tek bağlı benim yinede aynı sorun var. Teknik bir ekip gelip baksın diyorum ben sorun göremiyorum diyor görmezsin tabi uzak bağlantıyla nereye görüyorsun. Paramızla rezil oluyoruz. Sorunun derhal çözülmesini istiyorum aksi halde Tüketici Hakem Heyeti'ne başvuracağım."
1813,"Maliavdesing Butik'ten ürün siparişi verdim. Parasını gönderdik fakat para geri iade edilecek dendi, ama göndermediler. Mesaj atıyorum, cevap vermiyorlar. İlk başta verdiler, sonra parayı gönderdikten sonra vermediler. Bu site yorumları kapatıyor. Acil sizden yardım istiyorum. Paramı iade etsinler. Herkes ne zorluklarla kazanıyor."
1814,"Konu : novatech Covid-19 test kiti. Son kullanma tarihi geçmemiş, evde rutubetsiz ortamda saklanmış kitlerinden 3 defa, ayrı kitle, üst üste test yapmama rağmen, hiç çizgi çıkmadı. Ne tek çizgi ne çift çizgi.! Yani kitler bozuk. Dünyanın parasını vererek aldığım bu novatech ürününü şirket bana nasıl geri ödeme yapacak? Novatech yetkililerinden cevap bekliyorum."
1815,"Merhaba, 21 Haziran tarihinde a Plus firmasını koltuk yıkama için çağırdım. Öncesinde konuştuğumda yıkamanın ortalama 1.30 saat sürdüğü iletildi. Fakat gelen arkadaş 35 dakika da işlemi bitirdiğini iletip gitti. Yıkamadan hiç memnun kalmadım ayrıca koltuğum fazla vakumdan dolayı sanırım şişti. Bunu firmaya ilettiğimde ekip gönderip tekrar temizletebileceklerini ilettiler fakat ayın 2 si olmasına rağmen herhangi bir aksiyon alınmadı. Temizlikten hiç memnun kalmadım, 1000 TL de para verdim"
1816,06.11.2024 tarihinde Trendyol aracılı ile almış olduğum Wero tech marka kedi tuvaletinin kum dökülen haznesindeki kauçuk malzemenin yan yapışkanlarından ayrıldı. Alt kısma kum kaçırıp düzgün çalışmıyor. Konu ile alakalı Trendyol asistan ile yapmış olduğun görüşmede garantiniz gözükmüyor dendi. Oysaki kasım ayında garanti belgesinin kutudan çıkmadığını ve ulaştırılması zorunlu olduğuna dair yazışmalarımız durmaktadır. Kauçuk kısmın ayrılan yapışkanlarının garanti kapsamında onarım ve tamiratının yapılmasını istedin. Garanti yok tamirat yok dendi!
1817,"Sayın ilgili, borçlu olduğunuz dosyanız Hukuk Büromuza devredilmiştir. Mağdur olmamak için lütfen iletişime geçin: tel: 0542*****93. B078 iletilen bu mesajda adıma doğacak tüm suçlamaları ve +18 içerikleri, banka kredilerini, borç, kumar, sanal işlemleri kabul etmiyorum. Benimle ilgisi yoktur."
1818,"Egekent Ziraat ATM'sinde para yatırılmadığı için Ziraat kartımla Halkbank'a para yatırmayı denedim. Aynı yerden 30 Haziran 20:54 saatlerinde 600 TL yatırdım, 50 TL geri verdi. 550 TL parayı hesaba aktarmadan yuttu ve 'kartınızı alın' yazdı. Ziraat Bankası'na kayıt açtırdım aynı saatte ama başka tarihteki işlem için kayıt açılmış. Para kaptırdığım tarihte kayıt gözükmüyor nedense. Ben kayıt açtım tekrardan aynı gün içinde. Uygulamadan da aradığım zaman diyor ki: '27 Haziran'da kaydınız var, işlem genelde 180 günde sonuçlanır.' 30 Haziran'da kartla para yatırma işlemi yaptık. Sistemde 27 Haziran'da gözüküyor diyor. 10 dakika sonra tekrar arıyorum, belki başkası bağlanır ve doğru bilgi verir. Bu sefer sistem 'kayıt yok' diyor. 'Para ATM'ye yuttuğuna dair dilerseniz kayıt açalım' diyor. Benim arayıp ve uygulama üzerinden açtığım kayıt nereye gitti? Resmen kayıt yok deyip görüşme sonlanıyor. Paramı istiyorum. Sorunun bir an önce çözümlenirse sevinirim."
1819,Ürünü Trendyol'den aldım M-E-Ş-A-M satıcısından. 88 yaşındaki annem için almıştım. Çalışma sistemini bilmiyor idik su koyup çalışılıyormuş bunu da 88 yaşındaki annem yapamayacağı için hiç açmadan iade etmek istedik ama satıcı üründe Çizik var diyerek iadeyi kabul etmedi ürünü tarafıma iade etti. Gelince açıp bakmak istedik Çizik var mı diye hiç Çizik falan da yoktu şikayetçiyiz
1820,"Bir kahve tiryakisiyim. M***** Efendi Kuru Kahve hiç bu kadar kötü olmamıştı. Yıllardır abonesiyiz. Kahvenizin telvesi bile fincana yapışmıyor, kokusu desen hiç yok. Çok üzgünüm, şikayetleri dikkate almanızı rica ediyorum. Marketleri değiştirerek alıyorum, acaba üç harflilere daha düşük kaliteli mi kahve yapıyor diye, nafile. M***** Efendi Kahve almaktan vazgeçtim."
1821,"İnternetten almış olduğum Samsung Televizyon kurulumu için Samsung'un iletişim numarasından randevu talebi oluşturdum. Bir haftaya yakın süre geçti gelen giden olmadı, arayıp sormadılar bile. Bugün sabah tekrar aradım yine randevu talebi oluşturdum hâlâ geri dönüş yok sizin servisiniz neden kurulum yapmak istemiyor, markanıza güvenip aldım, ürünü aldıktan sonra destek seviyeniz bu şekilde kalitesiz mi olacak? Daha ne kadar bekleyeceğim? Bizleri mağdur ediyorsunuz."
1822,"Bir hafta oldu. Ev internet başvurusunda bulundum, her gün randevu veriliyor. Kimse gelip kurulumu yapmıyor. Bu kadar kötü çalışanlarınızın olduğunu biliyor musunuz? Şikayet oluşturdum defalarca, saha çalışanlarından şikayetçiyim. Geri dönen kimse yok. Kim bizimle muhatap olacak?"
1823,"Merhaba, TRT 1 kanalımın frekansı güncel olmasına rağmen tekrardan manuel arama yaptım, yine şifreli yayın. Sonra otomatik arattım, TRT 1 ve HD ikisi de şifreli yayın. Sonra televizyonu tekrardan ilk defa kuruyormuş gibi tekrar kurdum, yine ikisi de şifreli yayın. Televizyonun markası Toshiba. Yardımcı olursanız sevinirim."
1824,"D************ adlı butikten bir altüst takım aldım. Aldığım takımın görseldeki rengiyle gelen rengin alakası yok. Instagram'da bununla ilgili yorum yaptım, hatta bir başka kullanıcı da aynı şikayetle yorum yapmıştı. İkimizin de yorumu silinmiş. Görselleri de ekliyorum."
1825,"Hepsiburada ilk alışveriş için 100 TL indirim kuponu kullanamıyorum. Her koşula uymama rağmen kullanılamadı, 'tekrar deneyin' deyip duruyor. Kaç gündür lütfen çözün bu durumu, ben de sipariş verebileyim. Kısa bir süre içinde dönüş yaparsanız mutlu olurum. Tatile çıkacağım, çözüm bulun ne olur."
